Time,,Potential
5683.4,10136.4,1.214
5683.6,10136.6,1.214
5683.8,10136.8,1.214
5684,10137,1.219
5684.2,10137.2,1.214
5684.4,10137.4,1.229
5684.6,10137.6,1.214
5684.8,10137.8,1.224
5685,10138,1.224
5685.2,10138.2,1.214
5685.4,10138.4,1.219
5685.6,10138.6,1.214
5685.8,10138.8,1.214
5686,10139,1.214
5686.2,10139.2,1.204
5686.4,10139.4,1.204
5686.6,10139.6,1.204
5686.8,10139.8,1.176
5687,10140,1.214
5687.2,10140.2,1.219
5687.4,10140.4,1.219
5687.6,10140.6,1.214
5687.8,10140.8,1.209
5688,10141,1.209
5688.2,10141.2,1.209
5688.4,10141.4,1.224
5688.6,10141.6,1.219
5688.8,10141.8,1.219
5689,10142,1.219
5689.2,10142.2,1.219
5689.4,10142.4,1.209
5689.6,10142.6,1.209
5689.8,10142.8,1.219
5690,10143,1.214
5690.2,10143.2,1.214
5690.4,10143.4,1.214
5690.6,10143.6,1.219
5690.8,10143.8,1.224
5691,10144,1.233
5691.2,10144.2,1.219
5691.4,10144.4,1.229
5691.6,10144.6,1.229
5691.8,10144.8,1.233
5692,10145,1.238
5692.2,10145.2,1.233
5692.4,10145.4,1.238
5692.6,10145.6,1.248
5692.8,10145.8,1.243
5693,10146,1.243
5693.2,10146.2,1.248
5693.4,10146.4,1.257
5693.6,10146.6,1.257
5693.8,10146.8,1.257
5694,10147,1.262
5694.2,10147.2,1.257
5694.4,10147.4,1.257
5694.6,10147.6,1.267
5694.8,10147.8,1.267
5695,10148,1.262
5695.2,10148.2,1.272
5695.4,10148.4,1.267
5695.6,10148.6,1.272
5695.8,10148.8,1.257
5696,10149,1.267
5696.2,10149.2,1.272
5696.4,10149.4,1.262
5696.6,10149.6,1.272
5696.8,10149.8,1.262
5697,10150,1.267
5697.2,10150.2,1.262
5697.4,10150.4,1.272
5697.6,10150.6,1.257
5697.8,10150.8,1.257
5698,10151,1.257
5698.2,10151.2,1.253
5698.4,10151.4,1.267
5698.6,10151.6,1.253
5698.8,10151.8,1.253
5699,10152,1.238
5699.2,10152.2,1.224
5699.4,10152.4,1.224
5699.6,10152.6,1.233
5699.8,10152.8,1.224
5700,10153,1.219
5700.2,10153.2,1.238
5700.4,10153.4,1.253
5700.6,10153.6,1.267
5700.8,10153.8,1.267
5701,10154,1.262
5701.2,10154.2,1.262
5701.4,10154.4,1.253
5701.6,10154.6,1.277
5701.8,10154.8,1.277
5702,10155,1.277
5702.2,10155.2,1.281
5702.4,10155.4,1.281
5702.6,10155.6,1.296
5702.8,10155.8,1.296
5703,10156,1.286
5703.2,10156.2,1.296
5703.4,10156.4,1.281
5703.6,10156.6,1.277
5703.8,10156.8,1.281
5704,10157,1.291
5704.2,10157.2,1.31
5704.4,10157.4,1.31
5704.6,10157.6,1.306
5704.8,10157.8,1.315
5705,10158,1.32
5705.2,10158.2,1.32
5705.4,10158.4,1.32
5705.6,10158.6,1.33
5705.8,10158.8,1.325
5706,10159,1.33
5706.2,10159.2,1.339
5706.4,10159.4,1.349
5706.6,10159.6,1.349
5706.8,10159.8,1.349
5707,10160,1.354
5707.2,10160.2,1.364
5707.4,10160.4,1.359
5707.6,10160.6,1.359
5707.8,10160.8,1.354
5708,10161,1.344
5708.2,10161.2,1.344
5708.4,10161.4,1.349
5708.6,10161.6,1.344
5708.8,10161.8,1.349
5709,10162,1.344
5709.2,10162.2,1.339
5709.4,10162.4,1.349
5709.6,10162.6,1.354
5709.8,10162.8,1.359
5710,10163,1.349
5710.2,10163.2,1.359
5710.4,10163.4,1.364
5710.6,10163.6,1.349
5710.8,10163.8,1.354
5711,10164,1.359
5711.2,10164.2,1.344
5711.4,10164.4,1.344
5711.6,10164.6,1.339
5711.8,10164.8,1.325
5712,10165,1.33
5712.2,10165.2,1.32
5712.4,10165.4,1.325
5712.6,10165.6,1.33
5712.8,10165.8,1.315
5713,10166,1.315
5713.2,10166.2,1.315
5713.4,10166.4,1.306
5713.6,10166.6,1.31
5713.8,10166.8,1.306
5714,10167,1.306
5714.2,10167.2,1.301
5714.4,10167.4,1.301
5714.6,10167.6,1.291
5714.8,10167.8,1.281
5715,10168,1.281
5715.2,10168.2,1.277
5715.4,10168.4,1.277
5715.6,10168.6,1.267
5715.8,10168.8,1.257
5716,10169,1.262
5716.2,10169.2,1.253
5716.4,10169.4,1.253
5716.6,10169.6,1.253
5716.8,10169.8,1.243
5717,10170,1.238
5717.2,10170.2,1.229
5717.4,10170.4,1.219
5717.6,10170.6,1.214
5717.8,10170.8,1.204
5718,10171,1.204
5718.2,10171.2,1.2
5718.4,10171.4,1.19
5718.6,10171.6,1.166
5718.8,10171.8,1.176
5719,10172,1.161
5719.2,10172.2,1.151
5719.4,10172.4,1.142
5719.6,10172.6,1.132
5719.8,10172.8,1.113
5720,10173,1.108
5720.2,10173.2,1.093
5720.4,10173.4,1.084
5720.6,10173.6,1.064
5720.8,10173.8,1.05
5721,10174,1.035
5721.2,10174.2,1.011
5721.4,10174.4,0.987
5721.6,10174.6,0.968
5721.8,10174.8,0.949
5722,10175,0.934
5722.2,10175.2,0.91
5722.4,10175.4,0.901
5722.6,10175.6,0.872
5722.8,10175.8,0.852
5723,10176,0.818
5723.2,10176.2,0.789
5723.4,10176.4,0.751
5723.6,10176.6,0.727
5723.8,10176.8,0.698
5724,10177,0.659
5724.2,10177.2,0.626
5724.4,10177.4,0.582
5724.6,10177.6,0.539
5724.8,10177.8,0.481
5725,10178,0.423
5725.2,10178.2,0.351
5725.4,10178.4,0.283
5725.6,10178.6,0.235
5725.8,10178.8,0.23
5726,10179,0.225
5726.2,10179.2,0.225
5726.4,10179.4,0.225
5726.6,10179.6,0.22
5726.8,10179.8,0.225
5727,10180,0.225
5727.2,10180.2,0.225
5727.4,10180.4,0.22
5727.6,10180.6,0.225
5727.8,10180.8,0.225
5728,10181,0.22
5728.2,10181.2,0.225
5728.4,10181.4,0.225
5728.6,10181.6,0.235
5728.8,10181.8,0.23
5729,10182,0.225
5729.2,10182.2,0.225
5729.4,10182.4,0.225
5729.6,10182.6,0.23
5729.8,10182.8,0.225
5730,10183,0.23
5730.2,10183.2,0.23
5730.4,10183.4,0.225
5730.6,10183.6,0.225
5730.8,10183.8,0.23
5731,10184,0.23
5731.2,10184.2,0.225
5731.4,10184.4,0.23
5731.6,10184.6,0.23
5731.8,10184.8,0.23
5732,10185,0.23
5732.2,10185.2,0.225
5732.4,10185.4,0.23
5732.6,10185.6,0.225
5732.8,10185.8,0.225
5733,10186,0.225
5733.2,10186.2,0.225
5733.4,10186.4,0.22
5733.6,10186.6,0.216
5733.8,10186.8,0.22
5734,10187,0.216
5734.2,10187.2,0.22
5734.4,10187.4,0.22
5734.6,10187.6,0.22
5734.8,10187.8,0.225
5735,10188,0.216
5735.2,10188.2,0.216
5735.4,10188.4,0.225
5735.6,10188.6,0.216
5735.8,10188.8,0.216
5736,10189,0.225
5736.2,10189.2,0.22
5736.4,10189.4,0.216
5736.6,10189.6,0.22
5736.8,10189.8,0.22
5737,10190,0.22
5737.2,10190.2,0.216
5737.4,10190.4,0.22
5737.6,10190.6,0.216
5737.8,10190.8,0.216
5738,10191,0.216
5738.2,10191.2,0.216
5738.4,10191.4,0.216
5738.6,10191.6,0.216
5738.8,10191.8,0.216
5739,10192,0.216
5739.2,10192.2,0.22
5739.4,10192.4,0.216
5739.6,10192.6,0.216
5739.8,10192.8,0.22
5740,10193,0.216
5740.2,10193.2,0.225
5740.4,10193.4,0.22
5740.6,10193.6,0.22
5740.8,10193.8,0.22
5741,10194,0.216
5741.2,10194.2,0.216
5741.4,10194.4,0.216
5741.6,10194.6,0.216
5741.8,10194.8,0.216
5742,10195,0.216
5742.2,10195.2,0.216
5742.4,10195.4,0.216
5742.6,10195.6,0.216
5742.8,10195.8,0.216
5743,10196,0.211
5743.2,10196.2,0.211
5743.4,10196.4,0.216
5743.6,10196.6,0.216
5743.8,10196.8,0.216
5744,10197,0.216
5744.2,10197.2,0.211
5744.4,10197.4,0.211
5744.6,10197.6,0.216
5744.8,10197.8,0.211
5745,10198,0.216
5745.2,10198.2,0.211
5745.4,10198.4,0.216
5745.6,10198.6,0.211
5745.8,10198.8,0.216
5746,10199,0.211
5746.2,10199.2,0.211
5746.4,10199.4,0.211
5746.6,10199.6,0.211
5746.8,10199.8,0.206
5747,10200,0.211
5747.2,10200.2,0.211
5747.4,10200.4,0.211
5747.6,10200.6,0.211
5747.8,10200.8,0.206
5748,10201,0.211
5748.2,10201.2,0.206
5748.4,10201.4,0.201
5748.6,10201.6,0.206
5748.8,10201.8,0.206
5749,10202,0.206
5749.2,10202.2,0.206
5749.4,10202.4,0.201
5749.6,10202.6,0.206
5749.8,10202.8,0.201
5750,10203,0.201
5750.2,10203.2,0.201
5750.4,10203.4,0.196
5750.6,10203.6,0.201
5750.8,10203.8,0.201
5751,10204,0.201
5751.2,10204.2,0.201
5751.4,10204.4,0.196
5751.6,10204.6,0.196
5751.8,10204.8,0.196
5752,10205,0.196
5752.2,10205.2,0.196
5752.4,10205.4,0.196
5752.6,10205.6,0.196
5752.8,10205.8,0.192
5753,10206,0.196
5753.2,10206.2,0.187
5753.4,10206.4,0.187
5753.6,10206.6,0.192
5753.8,10206.8,0.187
5754,10207,0.187
5754.2,10207.2,0.187
5754.4,10207.4,0.187
5754.6,10207.6,0.187
5754.8,10207.8,0.177
5755,10208,0.177
5755.2,10208.2,0.177
5755.4,10208.4,0.177
5755.6,10208.6,0.177
5755.8,10208.8,0.177
5756,10209,0.172
5756.2,10209.2,0.172
5756.4,10209.4,0.167
5756.6,10209.6,0.163
5756.8,10209.8,0.163
5757,10210,0.163
5757.2,10210.2,0.158
5757.4,10210.4,0.158
5757.6,10210.6,0.153
5757.8,10210.8,0.148
5758,10211,0.148
5758.2,10211.2,0.148
5758.4,10211.4,0.139
5758.6,10211.6,0.143
5758.8,10211.8,0.143
5759,10212,0.143
5759.2,10212.2,0.139
5759.4,10212.4,0.139
5759.6,10212.6,0.139
5759.8,10212.8,0.134
5760,10213,0.134
5760.2,10213.2,0.134
5760.4,10213.4,0.124
5760.6,10213.6,0.119
5760.8,10213.8,0.119
5761,10214,0.114
5761.2,10214.2,0.119
5761.4,10214.4,0.11
5761.6,10214.6,0.11
5761.8,10214.8,0.11
5762,10215,0.105
5762.2,10215.2,0.1
5762.4,10215.4,0.1
5762.6,10215.6,0.1
5762.8,10215.8,0.095
5763,10216,0.095
5763.2,10216.2,0.095
5763.4,10216.4,0.095
5763.6,10216.6,0.095
5763.8,10216.8,0.09
5764,10217,0.09
5764.2,10217.2,0.085
5764.4,10217.4,0.09
5764.6,10217.6,0.09
5764.8,10217.8,0.081
5765,10218,0.081
5765.2,10218.2,0.076
5765.4,10218.4,0.076
5765.6,10218.6,0.076
5765.8,10218.8,0.071
5766,10219,0.066
5766.2,10219.2,0.066
5766.4,10219.4,0.061
5766.6,10219.6,0.047
5766.8,10219.8,0.042
5767,10220,0.042
5767.2,10220.2,0.032
5767.4,10220.4,0.032
5767.6,10220.6,0.032
5767.8,10220.8,0.027
5768,10221,0.023
5768.2,10221.2,0.018
5768.4,10221.4,0.008
5768.6,10221.6,0.008
5768.8,10221.8,0.008
5769,10222,0.003
5769.2,10222.2,0.003
5769.4,10222.4,-0.006
5769.6,10222.6,-0.006
5769.8,10222.8,-0.011
5770,10223,-0.016
5770.2,10223.2,-0.021
5770.4,10223.4,-0.021
5770.6,10223.6,-0.035
5770.8,10223.8,-0.04
5771,10224,-0.045
5771.2,10224.2,-0.055
5771.4,10224.4,-0.055
5771.6,10224.6,-0.055
5771.8,10224.8,-0.069
5772,10225,-0.074
5772.2,10225.2,-0.079
5772.4,10225.4,-0.093
5772.6,10225.6,-0.098
5772.8,10225.8,-0.083
5773,10226,-0.074
5773.2,10226.2,-0.083
5773.4,10226.4,-0.098
5773.6,10226.6,-0.107
5773.8,10226.8,-0.107
5774,10227,-0.117
5774.2,10227.2,-0.127
5774.4,10227.4,-0.122
5774.6,10227.6,-0.136
5774.8,10227.8,-0.141
5775,10228,-0.156
5775.2,10228.2,-0.17
5775.4,10228.4,-0.19
5775.6,10228.6,-0.209
5775.8,10228.8,-0.214
5776,10229,-0.219
5776.2,10229.2,-0.223
5776.4,10229.4,-0.252
5776.6,10229.6,-0.238
5776.8,10229.8,-0.267
5777,10230,-0.267
5777.2,10230.2,-0.272
5777.4,10230.4,-0.262
5777.6,10230.6,-0.272
5777.8,10230.8,-0.286
5778,10231,-0.286
5778.2,10231.2,-0.286
5778.4,10231.4,-0.291
5778.6,10231.6,-0.276
5778.8,10231.8,-0.291
5779,10232,-0.286
5779.2,10232.2,-0.305
5779.4,10232.4,-0.281
5779.6,10232.6,-0.301
5779.8,10232.8,-0.296
5780,10233,-0.291
5780.2,10233.2,-0.296
5780.4,10233.4,-0.286
5780.6,10233.6,-0.281
5780.8,10233.8,-0.286
5781,10234,-0.291
5781.2,10234.2,-0.305
5781.4,10234.4,-0.315
5781.6,10234.6,-0.315
5781.8,10234.8,-0.32
5782,10235,-0.329
5782.2,10235.2,-0.339
5782.4,10235.4,-0.325
5782.6,10235.6,-0.339
5782.8,10235.8,-0.339
5783,10236,-0.349
5783.2,10236.2,-0.339
5783.4,10236.4,-0.363
5783.6,10236.6,-0.353
5783.8,10236.8,-0.378
5784,10237,-0.373
5784.2,10237.2,-0.378
5784.4,10237.4,-0.402
5784.6,10237.6,-0.406
5784.8,10237.8,-0.416
5785,10238,-0.421
5785.2,10238.2,-0.421
5785.4,10238.4,-0.435
5785.6,10238.6,-0.445
5785.8,10238.8,-0.469
5786,10239,-0.464
5786.2,10239.2,-0.498
5786.4,10239.4,-0.518
5786.6,10239.6,-0.518
5786.8,10239.8,-0.537
5787,10240,-0.566
5787.2,10240.2,-0.575
5787.4,10240.4,-0.609
5787.6,10240.6,-0.652
5787.8,10240.8,-0.672
5788,10241,-0.691
5788.2,10241.2,-0.71
5788.4,10241.4,-0.768
5788.6,10241.6,-0.836
5788.8,10241.8,-0.87
5789,10242,-0.908
5789.2,10242.2,-0.976
5789.4,10242.4,-1.019
5789.6,10242.6,-1.077
5789.8,10242.8,-1.096
5790,10243,-1.149
5790.2,10243.2,-1.207
5790.4,10243.4,-1.227
5790.6,10243.6,-1.251
5790.8,10243.8,-1.275
5791,10244,-1.284
5791.2,10244.2,-1.328
5791.4,10244.4,-1.366
5791.6,10244.6,-1.366
5791.8,10244.8,-1.371
5792,10245,-1.357
5792.2,10245.2,-1.386
5792.4,10245.4,-1.386
5792.6,10245.6,-1.362
5792.8,10245.8,-1.371
5793,10246,-1.371
5793.2,10246.2,-1.338
5793.4,10246.4,-1.309
5793.6,10246.6,-1.309
5793.8,10246.8,-1.304
5794,10247,-1.255
5794.2,10247.2,-1.241
5794.4,10247.4,-1.227
5794.6,10247.6,-1.183
5794.8,10247.8,-1.159
5795,10248,-1.096
5795.2,10248.2,-1.058
5795.4,10248.4,-1
5795.6,10248.6,-0.932
5795.8,10248.8,-0.903
5796,10249,-0.942
5796.2,10249.2,-0.927
5796.4,10249.4,-0.923
5796.6,10249.6,-0.932
5796.8,10249.8,-0.927
5797,10250,-0.927
5797.2,10250.2,-0.927
5797.4,10250.4,-0.927
5797.6,10250.6,-0.923
5797.8,10250.8,-0.927
5798,10251,-0.918
5798.2,10251.2,-0.923
5798.4,10251.4,-0.918
5798.6,10251.6,-0.918
5798.8,10251.8,-0.913
5799,10252,-0.913
5799.2,10252.2,-0.908
5799.4,10252.4,-0.908
5799.6,10252.6,-0.903
5799.8,10252.8,-0.908
5800,10253,-0.908
5800.2,10253.2,-0.898
5800.4,10253.4,-0.898
5800.6,10253.6,-0.903
5800.8,10253.8,-0.903
5801,10254,-0.894
5801.2,10254.2,-0.894
5801.4,10254.4,-0.894
5801.6,10254.6,-0.898
5801.8,10254.8,-0.894
5802,10255,-0.894
5802.2,10255.2,-0.889
5802.4,10255.4,-0.894
5802.6,10255.6,-0.889
5802.8,10255.8,-0.884
5803,10256,-0.884
5803.2,10256.2,-0.884
5803.4,10256.4,-0.884
5803.6,10256.6,-0.889
5803.8,10256.8,-0.889
5804,10257,-0.884
5804.2,10257.2,-0.889
5804.4,10257.4,-0.884
5804.6,10257.6,-0.889
5804.8,10257.8,-0.889
5805,10258,-0.894
5805.2,10258.2,-0.894
5805.4,10258.4,-0.894
5805.6,10258.6,-0.894
5805.8,10258.8,-0.894
5806,10259,-0.898
5806.2,10259.2,-0.889
5806.4,10259.4,-0.894
5806.6,10259.6,-0.889
5806.8,10259.8,-0.894
5807,10260,-0.889
5807.2,10260.2,-0.884
5807.4,10260.4,-0.889
5807.6,10260.6,-0.884
5807.8,10260.8,-0.884
5808,10261,-0.884
5808.2,10261.2,-0.884
5808.4,10261.4,-0.884
5808.6,10261.6,-0.884
5808.8,10261.8,-0.87
5809,10262,-0.874
5809.2,10262.2,-0.87
5809.4,10262.4,-0.87
5809.6,10262.6,-0.87
5809.8,10262.8,-0.865
5810,10263,-0.86
5810.2,10263.2,-0.86
5810.4,10263.4,-0.845
5810.6,10263.6,-0.841
5810.8,10263.8,-0.836
5811,10264,-0.836
5811.2,10264.2,-0.826
5811.4,10264.4,-0.826
5811.6,10264.6,-0.826
5811.8,10264.8,-0.826
5812,10265,-0.821
5812.2,10265.2,-0.826
5812.4,10265.4,-0.826
5812.6,10265.6,-0.826
5812.8,10265.8,-0.826
5813,10266,-0.826
5813.2,10266.2,-0.831
5813.4,10266.4,-0.826
5813.6,10266.6,-0.826
5813.8,10266.8,-0.826
5814,10267,-0.826
5814.2,10267.2,-0.821
5814.4,10267.4,-0.817
5814.6,10267.6,-0.817
5814.8,10267.8,-0.817
5815,10268,-0.817
5815.2,10268.2,-0.812
5815.4,10268.4,-0.807
5815.6,10268.6,-0.807
5815.8,10268.8,-0.807
5816,10269,-0.802
5816.2,10269.2,-0.797
5816.4,10269.4,-0.788
5816.6,10269.6,-0.788
5816.8,10269.8,-0.783
5817,10270,-0.773
5817.2,10270.2,-0.768
5817.4,10270.4,-0.768
5817.6,10270.6,-0.754
5817.8,10270.8,-0.754
5818,10271,-0.744
5818.2,10271.2,-0.735
5818.4,10271.4,-0.73
5818.6,10271.6,-0.715
5818.8,10271.8,-0.71
5819,10272,-0.696
5819.2,10272.2,-0.686
5819.4,10272.4,-0.681
5819.6,10272.6,-0.672
5819.8,10272.8,-0.657
5820,10273,-0.652
5820.2,10273.2,-0.638
5820.4,10273.4,-0.623
5820.6,10273.6,-0.609
5820.8,10273.8,-0.599
5821,10274,-0.585
5821.2,10274.2,-0.571
5821.4,10274.4,-0.556
5821.6,10274.6,-0.542
5821.8,10274.8,-0.532
5822,10275,-0.522
5822.2,10275.2,-0.518
5822.4,10275.4,-0.503
5822.6,10275.6,-0.498
5822.8,10275.8,-0.493
5823,10276,-0.479
5823.2,10276.2,-0.464
5823.4,10276.4,-0.46
5823.6,10276.6,-0.455
5823.8,10276.8,-0.445
5824,10277,-0.431
5824.2,10277.2,-0.421
5824.4,10277.4,-0.402
5824.6,10277.6,-0.382
5824.8,10277.8,-0.368
5825,10278,-0.363
5825.2,10278.2,-0.349
5825.4,10278.4,-0.339
5825.6,10278.6,-0.329
5825.8,10278.8,-0.315
5826,10279,-0.301
5826.2,10279.2,-0.286
5826.4,10279.4,-0.267
5826.6,10279.6,-0.252
5826.8,10279.8,-0.247
5827,10280,-0.223
5827.2,10280.2,-0.214
5827.4,10280.4,-0.194
5827.6,10280.6,-0.18
5827.8,10280.8,-0.151
5828,10281,-0.122
5828.2,10281.2,-0.079
5828.4,10281.4,-0.04
5828.6,10281.6,-0.074
5828.8,10281.8,-0.088
5829,10282,-0.069
5829.2,10282.2,-0.016
5829.4,10282.4,0.023
5829.6,10282.6,0.047
5829.8,10282.8,0.071
5830,10283,0.1
5830.2,10283.2,0.119
5830.4,10283.4,0.139
5830.6,10283.6,0.167
5830.8,10283.8,0.187
5831,10284,0.211
5831.2,10284.2,0.24
5831.4,10284.4,0.259
5831.6,10284.6,0.278
5831.8,10284.8,0.293
5832,10285,0.307
5832.2,10285.2,0.331
5832.4,10285.4,0.341
5832.6,10285.6,0.356
5832.8,10285.8,0.37
5833,10286,0.389
5833.2,10286.2,0.394
5833.4,10286.4,0.409
5833.6,10286.6,0.414
5833.8,10286.8,0.423
5834,10287,0.438
5834.2,10287.2,0.442
5834.4,10287.4,0.452
5834.6,10287.6,0.457
5834.8,10287.8,0.466
5835,10288,0.471
5835.2,10288.2,0.481
5835.4,10288.4,0.495
5835.6,10288.6,0.51
5835.8,10288.8,0.524
5836,10289,0.524
5836.2,10289.2,0.544
5836.4,10289.4,0.558
5836.6,10289.6,0.563
5836.8,10289.8,0.573
5837,10290,0.592
5837.2,10290.2,0.602
5837.4,10290.4,0.621
5837.6,10290.6,0.64
5837.8,10290.8,0.659
5838,10291,0.679
5838.2,10291.2,0.703
5838.4,10291.4,0.717
5838.6,10291.6,0.746
5838.8,10291.8,0.76
5839,10292,0.794
5839.2,10292.2,0.823
5839.4,10292.4,0.852
5839.6,10292.6,0.867
5839.8,10292.8,0.91
5840,10293,0.93
5840.2,10293.2,0.968
5840.4,10293.4,0.992
5840.6,10293.6,1.031
5840.8,10293.8,1.069
5841,10294,1.093
5841.2,10294.2,1.137
5841.4,10294.4,1.166
5841.6,10294.6,1.224
5841.8,10294.8,1.286
5842,10295,1.349
5842.2,10295.2,1.397
5842.4,10295.4,1.426
5842.6,10295.6,1.47
5842.8,10295.8,1.518
5843,10296,1.542
5843.2,10296.2,1.566
5843.4,10296.4,1.59
5843.6,10296.6,1.605
5843.8,10296.8,1.643
5844,10297,1.658
5844.2,10297.2,1.682
5844.4,10297.4,1.696
5844.6,10297.6,1.701
5844.8,10297.8,1.721
5845,10298,1.735
5845.2,10298.2,1.754
5845.4,10298.4,1.759
5845.6,10298.6,1.773
5845.8,10298.8,1.788
5846,10299,1.754
5846.2,10299.2,1.797
5846.4,10299.4,1.701
5846.6,10299.6,1.759
5846.8,10299.8,1.735
5847,10300,1.716
5847.2,10300.2,1.696
5847.4,10300.4,1.667
5847.6,10300.6,1.643
5847.8,10300.8,1.614
5848,10301,1.576
5848.2,10301.2,1.542
5848.4,10301.4,1.508
5848.6,10301.6,1.47
5848.8,10301.8,1.422
5849,10302,1.393
5849.2,10302.2,1.33
5849.4,10302.4,1.296
5849.6,10302.6,1.238
5849.8,10302.8,1.171
5850,10303,1.113
5850.2,10303.2,1.035
5850.4,10303.4,0.944
5850.6,10303.6,0.852
5850.8,10303.8,0.736
5851,10304,0.616
5851.2,10304.2,0.471
5851.4,10304.4,0.278
5851.6,10304.6,0.225
5851.8,10304.8,0.225
5852,10305,0.225
5852.2,10305.2,0.225
5852.4,10305.4,0.23
5852.6,10305.6,0.235
5852.8,10305.8,0.23
5853,10306,0.23
5853.2,10306.2,0.225
5853.4,10306.4,0.23
5853.6,10306.6,0.23
5853.8,10306.8,0.225
5854,10307,0.216
5854.2,10307.2,0.22
5854.4,10307.4,0.211
5854.6,10307.6,0.211
5854.8,10307.8,0.201
5855,10308,0.196
5855.2,10308.2,0.192
5855.4,10308.4,0.182
5855.6,10308.6,0.172
5855.8,10308.8,0.153
5856,10309,0.148
5856.2,10309.2,0.134
5856.4,10309.4,0.119
5856.6,10309.6,0.095
5856.8,10309.8,0.085
5857,10310,0.071
5857.2,10310.2,0.052
5857.4,10310.4,0.042
5857.6,10310.6,0.023
5857.8,10310.8,0.018
5858,10311,0.003
5858.2,10311.2,-0.016
5858.4,10311.4,-0.031
5858.6,10311.6,-0.04
5858.8,10311.8,-0.069
5859,10312,-0.083
5859.2,10312.2,-0.059
5859.4,10312.4,-0.098
5859.6,10312.6,-0.112
5859.8,10312.8,-0.122
5860,10313,-0.136
5860.2,10313.2,-0.161
5860.4,10313.4,-0.199
5860.6,10313.6,-0.238
5860.8,10313.8,-0.252
5861,10314,-0.276
5861.2,10314.2,-0.272
5861.4,10314.4,-0.301
5861.6,10314.6,-0.301
5861.8,10314.8,-0.291
5862,10315,-0.291
5862.2,10315.2,-0.325
5862.4,10315.4,-0.329
5862.6,10315.6,-0.344
5862.8,10315.8,-0.344
5863,10316,-0.368
5863.2,10316.2,-0.373
5863.4,10316.4,-0.368
5863.6,10316.6,-0.382
5863.8,10316.8,-0.406
5864,10317,-0.426
5864.2,10317.2,-0.426
5864.4,10317.4,-0.45
5864.6,10317.6,-0.46
5864.8,10317.8,-0.493
5865,10318,-0.503
5865.2,10318.2,-0.527
5865.4,10318.4,-0.556
5865.6,10318.6,-0.614
5865.8,10318.8,-0.643
5866,10319,-0.677
5866.2,10319.2,-0.71
5866.4,10319.4,-0.749
5866.6,10319.6,-0.797
5866.8,10319.8,-0.874
5867,10320,-0.918
5867.2,10320.2,-0.985
5867.4,10320.4,-1.058
5867.6,10320.6,-1.116
5867.8,10320.8,-1.154
5868,10321,-1.222
5868.2,10321.2,-1.27
5868.4,10321.4,-1.299
5868.6,10321.6,-1.318
5868.8,10321.8,-1.333
5869,10322,-1.366
5869.2,10322.2,-1.347
5869.4,10322.4,-1.342
5869.6,10322.6,-1.357
5869.8,10322.8,-1.371
5870,10323,-1.352
5870.2,10323.2,-1.362
5870.4,10323.4,-1.328
5870.6,10323.6,-1.304
5870.8,10323.8,-1.294
5871,10324,-1.255
5871.2,10324.2,-1.231
5871.4,10324.4,-1.212
5871.6,10324.6,-1.111
5871.8,10324.8,-1.077
5872,10325,-1.019
5872.2,10325.2,-0.942
5872.4,10325.4,-0.898
5872.6,10325.6,-0.918
5872.8,10325.8,-0.918
5873,10326,-0.918
5873.2,10326.2,-0.923
5873.4,10326.4,-0.918
5873.6,10326.6,-0.913
5873.8,10326.8,-0.918
5874,10327,-0.908
5874.2,10327.2,-0.918
5874.4,10327.4,-0.908
5874.6,10327.6,-0.908
5874.8,10327.8,-0.908
5875,10328,-0.908
5875.2,10328.2,-0.903
5875.4,10328.4,-0.894
5875.6,10328.6,-0.898
5875.8,10328.8,-0.894
5876,10329,-0.894
5876.2,10329.2,-0.889
5876.4,10329.4,-0.889
5876.6,10329.6,-0.889
5876.8,10329.8,-0.889
5877,10330,-0.889
5877.2,10330.2,-0.889
5877.4,10330.4,-0.884
5877.6,10330.6,-0.884
5877.8,10330.8,-0.884
5878,10331,-0.889
5878.2,10331.2,-0.889
5878.4,10331.4,-0.884
5878.6,10331.6,-0.889
5878.8,10331.8,-0.894
5879,10332,-0.889
5879.2,10332.2,-0.889
5879.4,10332.4,-0.894
5879.6,10332.6,-0.894
5879.8,10332.8,-0.889
5880,10333,-0.889
5880.2,10333.2,-0.889
5880.4,10333.4,-0.894
5880.6,10333.6,-0.889
5880.8,10333.8,-0.889
5881,10334,-0.889
5881.2,10334.2,-0.884
5881.4,10334.4,-0.884
5881.6,10334.6,-0.874
5881.8,10334.8,-0.865
5882,10335,-0.865
5882.2,10335.2,-0.845
5882.4,10335.4,-0.845
5882.6,10335.6,-0.841
5882.8,10335.8,-0.841
5883,10336,-0.836
5883.2,10336.2,-0.841
5883.4,10336.4,-0.841
5883.6,10336.6,-0.841
5883.8,10336.8,-0.836
5884,10337,-0.836
5884.2,10337.2,-0.831
5884.4,10337.4,-0.831
5884.6,10337.6,-0.826
5884.8,10337.8,-0.821
5885,10338,-0.826
5885.2,10338.2,-0.817
5885.4,10338.4,-0.812
5885.6,10338.6,-0.802
5885.8,10338.8,-0.793
5886,10339,-0.783
5886.2,10339.2,-0.773
5886.4,10339.4,-0.764
5886.6,10339.6,-0.749
5886.8,10339.8,-0.73
5887,10340,-0.725
5887.2,10340.2,-0.71
5887.4,10340.4,-0.696
5887.6,10340.6,-0.681
5887.8,10340.8,-0.662
5888,10341,-0.648
5888.2,10341.2,-0.619
