Time,,Potential
9474.6,13927.6,0.139
9474.8,13927.8,0.139
9475,13928,0.134
9475.2,13928.2,0.124
9475.4,13928.4,0.124
9475.6,13928.6,0.119
9475.8,13928.8,0.114
9476,13929,0.11
9476.2,13929.2,0.1
9476.4,13929.4,0.1
9476.6,13929.6,0.09
9476.8,13929.8,0.081
9477,13930,0.071
9477.2,13930.2,0.061
9477.4,13930.4,0.047
9477.6,13930.6,0.032
9477.8,13930.8,0.023
9478,13931,0.008
9478.2,13931.2,-0.011
9478.4,13931.4,-0.026
9478.6,13931.6,-0.045
9478.8,13931.8,-0.059
9479,13932,-0.074
9479.2,13932.2,-0.093
9479.4,13932.4,-0.107
9479.6,13932.6,-0.127
9479.8,13932.8,-0.146
9480,13933,-0.161
9480.2,13933.2,-0.161
9480.4,13933.4,-0.19
9480.6,13933.6,-0.199
9480.8,13933.8,-0.214
9481,13934,-0.228
9481.2,13934.2,-0.247
9481.4,13934.4,-0.262
9481.6,13934.6,-0.301
9481.8,13934.8,-0.32
9482,13935,-0.334
9482.2,13935.2,-0.368
9482.4,13935.4,-0.378
9482.6,13935.6,-0.387
9482.8,13935.8,-0.392
9483,13936,-0.368
9483.2,13936.2,-0.387
9483.4,13936.4,-0.421
9483.6,13936.6,-0.431
9483.8,13936.8,-0.445
9484,13937,-0.445
9484.2,13937.2,-0.464
9484.4,13937.4,-0.489
9484.6,13937.6,-0.498
9484.8,13937.8,-0.518
9485,13938,-0.532
9485.2,13938.2,-0.551
9485.4,13938.4,-0.571
9485.6,13938.6,-0.595
9485.8,13938.8,-0.643
9486,13939,-0.672
9486.2,13939.2,-0.72
9486.4,13939.4,-0.744
9486.6,13939.6,-0.841
9486.8,13939.8,-0.898
9487,13940,-0.981
9487.2,13940.2,-1.048
9487.4,13940.4,-1.106
9487.6,13940.6,-1.178
9487.8,13940.8,-1.227
9488,13941,-1.27
9488.2,13941.2,-1.299
9488.4,13941.4,-1.318
9488.6,13941.6,-1.318
9488.8,13941.8,-1.328
9489,13942,-1.328
9489.2,13942.2,-1.309
9489.4,13942.4,-1.299
9489.6,13942.6,-1.309
9489.8,13942.8,-1.251
9490,13943,-1.212
9490.2,13943.2,-1.111
9490.4,13943.4,-1.072
9490.6,13943.6,-1.039
9490.8,13943.8,-0.995
9491,13944,-0.99
9491.2,13944.2,-1.005
9491.4,13944.4,-1.005
9491.6,13944.6,-1
9491.8,13944.8,-0.971
9492,13945,-0.985
9492.2,13945.2,-0.985
9492.4,13945.4,-0.985
9492.6,13945.6,-0.971
9492.8,13945.8,-0.966
9493,13946,-0.961
9493.2,13946.2,-0.952
9493.4,13946.4,-0.942
9493.6,13946.6,-0.937
9493.8,13946.8,-0.932
9494,13947,-0.923
9494.2,13947.2,-0.918
9494.4,13947.4,-0.908
9494.6,13947.6,-0.894
9494.8,13947.8,-0.894
9495,13948,-0.889
9495.2,13948.2,-0.879
9495.4,13948.4,-0.87
9495.6,13948.6,-0.87
9495.8,13948.8,-0.87
9496,13949,-0.865
9496.2,13949.2,-0.86
9496.4,13949.4,-0.845
9496.6,13949.6,-1.068
9496.8,13949.8,-0.841
9497,13950,-0.836
9497.2,13950.2,-0.826
9497.4,13950.4,-0.826
9497.6,13950.6,-0.812
9497.8,13950.8,-0.812
9498,13951,-0.793
9498.2,13951.2,-0.788
9498.4,13951.4,-0.773
9498.6,13951.6,-0.759
9498.8,13951.8,-0.749
9499,13952,-0.73
9499.2,13952.2,-0.71
9499.4,13952.4,-0.691
9499.6,13952.6,-0.677
9499.8,13952.8,-0.657
9500,13953,-0.633
9500.2,13953.2,-0.614
9500.4,13953.4,-0.585
9500.6,13953.6,-0.556
9500.8,13953.8,-0.527
9501,13954,-0.503
9501.2,13954.2,-0.469
9501.4,13954.4,-0.435
9501.6,13954.6,-0.402
9501.8,13954.8,-0.363
9502,13955,-0.325
9502.2,13955.2,-0.286
9502.4,13955.4,-0.257
9502.6,13955.6,-0.233
9502.8,13955.8,-0.156
9503,13956,-0.112
9503.2,13956.2,-0.064
9503.4,13956.4,0.003
9503.6,13956.6,0.018
9503.8,13956.8,0.11
9504,13957,0.172
9504.2,13957.2,0.24
9504.4,13957.4,0.312
9504.6,13957.6,0.365
9504.8,13957.8,0.452
9505,13958,0.524
9505.2,13958.2,0.548
9505.4,13958.4,0.577
9505.6,13958.6,0.597
9505.8,13958.8,0.616
9506,13959,0.635
9506.2,13959.2,0.645
9506.4,13959.4,0.664
9506.6,13959.6,0.693
9506.8,13959.8,0.703
9507,13960,0.727
9507.2,13960.2,0.756
9507.4,13960.4,0.785
9507.6,13960.6,0.809
9507.8,13960.8,0.833
9508,13961,0.867
9508.2,13961.2,0.905
9508.4,13961.4,0.934
9508.6,13961.6,0.978
9508.8,13961.8,1.016
9509,13962,1.064
9509.2,13962.2,1.103
9509.4,13962.4,1.132
9509.6,13962.6,1.176
9509.8,13962.8,1.219
9510,13963,1.277
9510.2,13963.2,1.32
9510.4,13963.4,1.393
9510.6,13963.6,1.484
9510.8,13963.8,1.542
9511,13964,1.59
9511.2,13964.2,1.629
9511.4,13964.4,1.663
9511.6,13964.6,1.692
9511.8,13964.8,1.706
9512,13965,1.735
9512.2,13965.2,1.759
9512.4,13965.4,1.778
9512.6,13965.6,1.793
9512.8,13965.8,1.773
9513,13966,1.778
9513.2,13966.2,1.797
9513.4,13966.4,1.783
9513.6,13966.6,1.807
9513.8,13966.8,1.802
9514,13967,1.783
9514.2,13967.2,1.73
9514.4,13967.4,1.783
9514.6,13967.6,1.797
9514.8,13967.8,1.769
9515,13968,1.74
9515.2,13968.2,1.711
9515.4,13968.4,1.667
9515.6,13968.6,1.629
9515.8,13968.8,1.576
9516,13969,1.527
9516.2,13969.2,1.489
9516.4,13969.4,1.446
9516.6,13969.6,1.388
9516.8,13969.8,1.335
9517,13970,1.262
9517.2,13970.2,1.2
9517.4,13970.4,1.132
9517.6,13970.6,1.045
9517.8,13970.8,0.944
9518,13971,0.833
9518.2,13971.2,0.708
9518.4,13971.4,0.582
9518.6,13971.6,0.409
9518.8,13971.8,0.192
9519,13972,0.148
9519.2,13972.2,0.139
9519.4,13972.4,0.143
9519.6,13972.6,0.139
9519.8,13972.8,0.139
9520,13973,0.139
9520.2,13973.2,0.139
9520.4,13973.4,0.139
9520.6,13973.6,0.134
9520.8,13973.8,0.124
9521,13974,0.124
9521.2,13974.2,0.119
9521.4,13974.4,0.119
9521.6,13974.6,0.114
9521.8,13974.8,0.11
9522,13975,0.1
9522.2,13975.2,0.095
9522.4,13975.4,0.085
9522.6,13975.6,0.081
9522.8,13975.8,0.071
9523,13976,0.061
9523.2,13976.2,0.047
9523.4,13976.4,0.037
9523.6,13976.6,0.023
9523.8,13976.8,0.003
9524,13977,-0.016
9524.2,13977.2,-0.031
9524.4,13977.4,-0.04
9524.6,13977.6,-0.059
9524.8,13977.8,-0.079
9525,13978,-0.083
9525.2,13978.2,-0.098
9525.4,13978.4,-0.117
9525.6,13978.6,-0.127
9525.8,13978.8,-0.136
9526,13979,-0.161
9526.2,13979.2,-0.19
9526.4,13979.4,-0.185
9526.6,13979.6,-0.214
9526.8,13979.8,-0.228
9527,13980,-0.243
9527.2,13980.2,-0.247
9527.4,13980.4,-0.262
9527.6,13980.6,-0.272
9527.8,13980.8,-0.301
9528,13981,-0.329
9528.2,13981.2,-0.344
9528.4,13981.4,-0.373
9528.6,13981.6,-0.382
9528.8,13981.8,-0.378
9529,13982,-0.382
9529.2,13982.2,-0.382
9529.4,13982.4,-0.387
9529.6,13982.6,-0.368
9529.8,13982.8,-0.411
9530,13983,-0.406
9530.2,13983.2,-0.421
9530.4,13983.4,-0.421
9530.6,13983.6,-0.426
9530.8,13983.8,-0.44
9531,13984,-0.46
9531.2,13984.2,-0.469
9531.4,13984.4,-0.493
9531.6,13984.6,-0.489
9531.8,13984.8,-0.503
9532,13985,-0.532
9532.2,13985.2,-0.556
9532.4,13985.4,-0.575
9532.6,13985.6,-0.595
9532.8,13985.8,-0.614
9533,13986,-0.662
9533.2,13986.2,-0.681
9533.4,13986.4,-0.725
9533.6,13986.6,-0.759
9533.8,13986.8,-0.807
9534,13987,-0.826
9534.2,13987.2,-0.918
9534.4,13987.4,-0.932
9534.6,13987.6,-1.005
9534.8,13987.8,-1.068
9535,13988,-1.106
9535.2,13988.2,-1.149
9535.4,13988.4,-1.212
9535.6,13988.6,-1.241
9535.8,13988.8,-1.27
9536,13989,-1.294
9536.2,13989.2,-1.309
9536.4,13989.4,-1.313
9536.6,13989.6,-1.333
9536.8,13989.8,-1.328
9537,13990,-1.318
9537.2,13990.2,-1.318
9537.4,13990.4,-1.304
9537.6,13990.6,-1.299
9537.8,13990.8,-1.275
9538,13991,-1.251
9538.2,13991.2,-1.207
9538.4,13991.4,-1.149
9538.6,13991.6,-1.096
9538.8,13991.8,-1.039
9539,13992,-1
9539.2,13992.2,-0.995
9539.4,13992.4,-0.985
9539.6,13992.6,-0.995
9539.8,13992.8,-1
9540,13993,-0.971
9540.2,13993.2,-0.976
9540.4,13993.4,-0.985
9540.6,13993.6,-0.985
9540.8,13993.8,-0.985
9541,13994,-0.981
9541.2,13994.2,-0.971
9541.4,13994.4,-0.966
9541.6,13994.6,-0.961
9541.8,13994.8,-0.956
9542,13995,-0.947
9542.2,13995.2,-0.942
9542.4,13995.4,-0.937
9542.6,13995.6,-0.932
9542.8,13995.8,-0.927
9543,13996,-0.923
9543.2,13996.2,-0.918
9543.4,13996.4,-0.908
9543.6,13996.6,-0.908
9543.8,13996.8,-0.903
9544,13997,-0.894
9544.2,13997.2,-0.898
9544.4,13997.4,-0.884
9544.6,13997.6,-0.884
9544.8,13997.8,-0.879
9545,13998,-0.874
9545.2,13998.2,-0.87
9545.4,13998.4,-0.87
9545.6,13998.6,-0.865
9545.8,13998.8,-0.865
9546,13999,-0.855
9546.2,13999.2,-0.845
9546.4,13999.4,-0.845
9546.6,13999.6,-0.836
9546.8,13999.8,-0.831
9547,14000,-0.826
9547.2,14000.2,-0.826
9547.4,14000.4,-0.821
9547.6,14000.6,-0.817
9547.8,14000.8,-0.802
9548,14001,-0.793
9548.2,14001.2,-0.788
9548.4,14001.4,-0.783
9548.6,14001.6,-0.768
9548.8,14001.8,-0.759
9549,14002,-0.749
9549.2,14002.2,-0.73
9549.4,14002.4,-0.715
9549.6,14002.6,-0.706
9549.8,14002.8,-0.691
9550,14003,-0.677
9550.2,14003.2,-0.662
9550.4,14003.4,-0.643
9550.6,14003.6,-0.623
9550.8,14003.8,-0.599
9551,14004,-0.575
9551.2,14004.2,-0.551
9551.4,14004.4,-0.532
9551.6,14004.6,-0.503
9551.8,14004.8,-0.479
9552,14005,-0.445
9552.2,14005.2,-0.416
9552.4,14005.4,-0.378
9552.6,14005.6,-0.349
9552.8,14005.8,-0.315
9553,14006,-0.291
9553.2,14006.2,-0.272
9553.4,14006.4,-0.262
9553.6,14006.6,-0.199
9553.8,14006.8,-0.17
9554,14007,-0.132
9554.2,14007.2,-0.093
9554.4,14007.4,-0.05
9554.6,14007.6,-0.031
9554.8,14007.8,-0.002
9555,14008,0.056
9555.2,14008.2,0.1
9555.4,14008.4,0.139
9555.6,14008.6,0.187
9555.8,14008.8,0.23
9556,14009,0.264
9556.2,14009.2,0.307
9556.4,14009.4,0.346
9556.6,14009.6,0.394
9556.8,14009.8,0.442
9557,14010,0.462
9557.2,14010.2,0.481
9557.4,14010.4,0.505
9557.6,14010.6,0.529
9557.8,14010.8,0.534
9558,14011,0.548
9558.2,14011.2,0.573
9558.4,14011.4,0.592
9558.6,14011.6,0.602
9558.8,14011.8,0.616
9559,14012,0.621
9559.2,14012.2,0.635
9559.4,14012.4,0.64
9559.6,14012.6,0.64
9559.8,14012.8,0.65
9560,14013,0.669
9560.2,14013.2,0.679
9560.4,14013.4,0.688
9560.6,14013.6,0.712
9560.8,14013.8,0.722
9561,14014,0.736
9561.2,14014.2,0.756
9561.4,14014.4,0.77
9561.6,14014.6,0.78
9561.8,14014.8,0.789
9562,14015,0.818
9562.2,14015.2,0.843
9562.4,14015.4,0.862
9562.6,14015.6,0.886
9562.8,14015.8,0.901
9563,14016,0.925
9563.2,14016.2,0.949
9563.4,14016.4,0.973
9563.6,14016.6,0.987
9563.8,14016.8,1.021
9564,14017,1.064
9564.2,14017.2,1.084
9564.4,14017.4,1.113
9564.6,14017.6,1.127
9564.8,14017.8,1.151
9565,14018,1.19
9565.2,14018.2,1.219
9565.4,14018.4,1.253
9565.6,14018.6,1.296
9565.8,14018.8,1.349
9566,14019,1.388
9566.2,14019.2,1.436
9566.4,14019.4,1.499
9566.6,14019.6,1.527
9566.8,14019.8,1.576
9567,14020,1.6
9567.2,14020.2,1.638
9567.4,14020.4,1.658
9567.6,14020.6,1.667
9567.8,14020.8,1.73
9568,14021,1.706
9568.2,14021.2,1.721
9568.4,14021.4,1.745
9568.6,14021.6,1.759
9568.8,14021.8,1.778
9569,14022,1.793
9569.2,14022.2,1.778
9569.4,14022.4,1.764
9569.6,14022.6,1.764
9569.8,14022.8,1.783
9570,14023,1.817
9570.2,14023.2,1.807
9570.4,14023.4,1.812
9570.6,14023.6,1.807
9570.8,14023.8,1.826
9571,14024,1.802
9571.2,14024.2,1.793
9571.4,14024.4,1.807
9571.6,14024.6,1.769
9571.8,14024.8,1.773
9572,14025,1.802
9572.2,14025.2,1.793
9572.4,14025.4,1.778
9572.6,14025.6,1.759
9572.8,14025.8,1.759
9573,14026,1.749
9573.2,14026.2,1.807
9573.4,14026.4,1.793
9573.6,14026.6,1.778
9573.8,14026.8,1.754
9574,14027,1.73
9574.2,14027.2,1.701
9574.4,14027.4,1.687
9574.6,14027.6,1.663
9574.8,14027.8,1.638
9575,14028,1.624
9575.2,14028.2,1.59
9575.4,14028.4,1.576
9575.6,14028.6,1.556
9575.8,14028.8,1.547
9576,14029,1.527
9576.2,14029.2,1.508
9576.4,14029.4,1.489
9576.6,14029.6,1.489
9576.8,14029.8,1.47
9577,14030,1.451
9577.2,14030.2,1.451
9577.4,14030.4,1.431
9577.6,14030.6,1.426
9577.8,14030.8,1.417
9578,14031,1.412
9578.2,14031.2,1.397
9578.4,14031.4,1.388
9578.6,14031.6,1.378
9578.8,14031.8,1.368
9579,14032,1.359
9579.2,14032.2,1.349
9579.4,14032.4,1.344
9579.6,14032.6,1.335
9579.8,14032.8,1.32
9580,14033,1.32
9580.2,14033.2,1.315
9580.4,14033.4,1.306
9580.6,14033.6,1.296
9580.8,14033.8,1.286
9581,14034,1.277
9581.2,14034.2,1.267
9581.4,14034.4,1.262
9581.6,14034.6,1.257
9581.8,14034.8,1.257
9582,14035,1.253
9582.2,14035.2,1.243
9582.4,14035.4,1.238
9582.6,14035.6,1.238
9582.8,14035.8,1.229
9583,14036,1.229
9583.2,14036.2,1.224
9583.4,14036.4,1.214
9583.6,14036.6,1.214
9583.8,14036.8,1.214
9584,14037,1.204
9584.2,14037.2,1.195
9584.4,14037.4,1.195
9584.6,14037.6,1.18
9584.8,14037.8,1.18
9585,14038,1.185
9585.2,14038.2,1.176
9585.4,14038.4,1.171
9585.6,14038.6,1.176
9585.8,14038.8,1.161
9586,14039,1.161
9586.2,14039.2,1.161
9586.4,14039.4,1.151
9586.6,14039.6,1.142
9586.8,14039.8,1.137
9587,14040,1.137
9587.2,14040.2,1.127
9587.4,14040.4,1.122
9587.6,14040.6,1.118
9587.8,14040.8,1.113
9588,14041,1.103
9588.2,14041.2,1.098
9588.4,14041.4,1.098
9588.6,14041.6,1.089
9588.8,14041.8,1.079
9589,14042,1.079
9589.2,14042.2,1.069
9589.4,14042.4,1.064
9589.6,14042.6,1.06
9589.8,14042.8,1.05
9590,14043,1.064
9590.2,14043.2,1.064
9590.4,14043.4,1.06
9590.6,14043.6,1.06
9590.8,14043.8,1.055
9591,14044,1.045
9591.2,14044.2,1.04
9591.4,14044.4,1.04
9591.6,14044.6,1.031
9591.8,14044.8,1.026
9592,14045,1.021
9592.2,14045.2,1.011
9592.4,14045.4,0.997
9592.6,14045.6,0.973
9592.8,14045.8,0.973
9593,14046,0.963
9593.2,14046.2,0.949
9593.4,14046.4,0.944
9593.6,14046.6,0.93
9593.8,14046.8,0.92
9594,14047,0.91
9594.2,14047.2,0.891
9594.4,14047.4,0.886
9594.6,14047.6,0.881
9594.8,14047.8,0.867
9595,14048,0.867
9595.2,14048.2,0.852
9595.4,14048.4,0.847
9595.6,14048.6,0.833
9595.8,14048.8,0.833
9596,14049,0.814
9596.2,14049.2,0.809
9596.4,14049.4,0.789
9596.6,14049.6,0.78
9596.8,14049.8,0.76
9597,14050,0.741
9597.2,14050.2,0.732
9597.4,14050.4,0.717
9597.6,14050.6,0.708
9597.8,14050.8,0.688
9598,14051,0.669
9598.2,14051.2,0.635
9598.4,14051.4,0.63
9598.6,14051.6,0.602
9598.8,14051.8,0.592
9599,14052,0.582
9599.2,14052.2,0.577
9599.4,14052.4,0.563
9599.6,14052.6,0.553
9599.8,14052.8,0.539
9600,14053,0.534
9600.2,14053.2,0.515
9600.4,14053.4,0.5
9600.6,14053.6,0.486
9600.8,14053.8,0.476
9601,14054,0.462
9601.2,14054.2,0.457
9601.4,14054.4,0.442
9601.6,14054.6,0.428
9601.8,14054.8,0.418
9602,14055,0.394
9602.2,14055.2,0.365
9602.4,14055.4,0.351
9602.6,14055.6,0.331
9602.8,14055.8,0.322
9603,14056,0.312
9603.2,14056.2,0.293
9603.4,14056.4,0.273
9603.6,14056.6,0.254
9603.8,14056.8,0.23
9604,14057,0.23
9604.2,14057.2,0.211
9604.4,14057.4,0.192
9604.6,14057.6,0.182
9604.8,14057.8,0.163
9605,14058,0.158
9605.2,14058.2,0.153
9605.4,14058.4,0.158
9605.6,14058.6,0.153
9605.8,14058.8,0.153
9606,14059,0.153
9606.2,14059.2,0.153
9606.4,14059.4,0.153
9606.6,14059.6,0.153
9606.8,14059.8,0.148
9607,14060,0.153
9607.2,14060.2,0.148
9607.4,14060.4,0.148
9607.6,14060.6,0.148
9607.8,14060.8,0.148
9608,14061,0.148
9608.2,14061.2,0.148
9608.4,14061.4,0.148
9608.6,14061.6,0.148
9608.8,14061.8,0.148
9609,14062,0.143
9609.2,14062.2,0.148
9609.4,14062.4,0.153
9609.6,14062.6,0.148
9609.8,14062.8,0.148
9610,14063,0.153
9610.2,14063.2,0.153
9610.4,14063.4,0.143
9610.6,14063.6,0.148
9610.8,14063.8,0.148
9611,14064,0.148
9611.2,14064.2,0.148
9611.4,14064.4,0.143
9611.6,14064.6,0.148
9611.8,14064.8,0.148
9612,14065,0.148
9612.2,14065.2,0.148
9612.4,14065.4,0.139
9612.6,14065.6,0.143
9612.8,14065.8,0.139
9613,14066,0.139
9613.2,14066.2,0.139
9613.4,14066.4,0.139
9613.6,14066.6,0.134
9613.8,14066.8,0.134
9614,14067,0.134
9614.2,14067.2,0.139
9614.4,14067.4,0.129
9614.6,14067.6,0.134
9614.8,14067.8,0.129
9615,14068,0.124
9615.2,14068.2,0.124
9615.4,14068.4,0.129
9615.6,14068.6,0.124
9615.8,14068.8,0.124
9616,14069,0.119
9616.2,14069.2,0.119
9616.4,14069.4,0.119
9616.6,14069.6,0.114
9616.8,14069.8,0.11
9617,14070,0.11
9617.2,14070.2,0.105
9617.4,14070.4,0.105
9617.6,14070.6,0.105
9617.8,14070.8,0.1
9618,14071,0.095
9618.2,14071.2,0.095
9618.4,14071.4,0.09
9618.6,14071.6,0.085
9618.8,14071.8,0.085
9619,14072,0.085
9619.2,14072.2,0.081
9619.4,14072.4,0.076
9619.6,14072.6,0.066
9619.8,14072.8,0.061
9620,14073,0.061
9620.2,14073.2,0.042
9620.4,14073.4,0.042
9620.6,14073.6,0.037
9620.8,14073.8,0.032
9621,14074,0.023
9621.2,14074.2,0.018
9621.4,14074.4,0.013
9621.6,14074.6,0.008
9621.8,14074.8,0.003
9622,14075,-0.006
9622.2,14075.2,-0.011
9622.4,14075.4,-0.026
9622.6,14075.6,-0.021
9622.8,14075.8,-0.031
9623,14076,-0.04
9623.2,14076.2,-0.045
9623.4,14076.4,-0.059
9623.6,14076.6,-0.059
9623.8,14076.8,-0.074
9624,14077,-0.074
9624.2,14077.2,-0.088
9624.4,14077.4,-0.093
9624.6,14077.6,-0.098
9624.8,14077.8,-0.112
9625,14078,-0.117
9625.2,14078.2,-0.122
9625.4,14078.4,-0.132
9625.6,14078.6,-0.136
9625.8,14078.8,-0.146
9626,14079,-0.156
9626.2,14079.2,-0.161
9626.4,14079.4,-0.175
9626.6,14079.6,-0.161
9626.8,14079.8,-0.161
9627,14080,-0.18
9627.2,14080.2,-0.194
9627.4,14080.4,-0.194
9627.6,14080.6,-0.204
9627.8,14080.8,-0.209
9628,14081,-0.219
9628.2,14081.2,-0.223
9628.4,14081.4,-0.223
9628.6,14081.6,-0.228
9628.8,14081.8,-0.243
9629,14082,-0.252
9629.2,14082.2,-0.257
9629.4,14082.4,-0.281
9629.6,14082.6,-0.31
9629.8,14082.8,-0.329
9630,14083,-0.349
9630.2,14083.2,-0.358
9630.4,14083.4,-0.363
9630.6,14083.6,-0.358
9630.8,14083.8,-0.368
9631,14084,-0.392
9631.2,14084.2,-0.382
9631.4,14084.4,-0.392
9631.6,14084.6,-0.402
9631.8,14084.8,-0.382
9632,14085,-0.392
9632.2,14085.2,-0.421
9632.4,14085.4,-0.44
9632.6,14085.6,-0.431
9632.8,14085.8,-0.45
9633,14086,-0.44
9633.2,14086.2,-0.445
9633.4,14086.4,-0.474
9633.6,14086.6,-0.469
9633.8,14086.8,-0.493
9634,14087,-0.503
9634.2,14087.2,-0.498
9634.4,14087.4,-0.522
9634.6,14087.6,-0.537
9634.8,14087.8,-0.542
9635,14088,-0.556
9635.2,14088.2,-0.575
9635.4,14088.4,-0.609
9635.6,14088.6,-0.633
9635.8,14088.8,-0.652
9636,14089,-0.677
9636.2,14089.2,-0.706
9636.4,14089.4,-0.735
9636.6,14089.6,-0.764
9636.8,14089.8,-0.812
9637,14090,-0.865
9637.2,14090.2,-0.865
9637.4,14090.4,-0.947
9637.6,14090.6,-0.995
9637.8,14090.8,-1.019
9638,14091,-1.087
9638.2,14091.2,-1.135
9638.4,14091.4,-1.173
9638.6,14091.6,-1.212
9638.8,14091.8,-1.217
9639,14092,-1.27
9639.2,14092.2,-1.28
9639.4,14092.4,-1.304
9639.6,14092.6,-1.328
9639.8,14092.8,-1.328
9640,14093,-1.347
9640.2,14093.2,-1.342
9640.4,14093.4,-1.366
9640.6,14093.6,-1.347
9640.8,14093.8,-1.352
9641,14094,-1.352
9641.2,14094.2,-1.347
9641.4,14094.4,-1.318
9641.6,14094.6,-1.352
9641.8,14094.8,-1.328
9642,14095,-1.323
9642.2,14095.2,-1.299
9642.4,14095.4,-1.309
9642.6,14095.6,-1.313
9642.8,14095.8,-1.299
9643,14096,-1.275
9643.2,14096.2,-1.275
9643.4,14096.4,-1.231
9643.6,14096.6,-1.251
9643.8,14096.8,-1.183
9644,14097,-1.14
9644.2,14097.2,-1.116
9644.4,14097.4,-1.144
9644.6,14097.6,-1.092
9644.8,14097.8,-1.111
9645,14098,-1.053
9645.2,14098.2,-1.034
9645.4,14098.4,-1.029
9645.6,14098.6,-1.043
9645.8,14098.8,-1.024
9646,14099,-1.068
9646.2,14099.2,-1.029
9646.4,14099.4,-1.024
9646.6,14099.6,-1.024
9646.8,14099.8,-1.024
9647,14100,-1.024
9647.2,14100.2,-1.024
9647.4,14100.4,-1.024
9647.6,14100.6,-1.019
9647.8,14100.8,-1.019
9648,14101,-1.024
9648.2,14101.2,-1.019
9648.4,14101.4,-1.019
9648.6,14101.6,-1.019
9648.8,14101.8,-1.019
9649,14102,-1.019
9649.2,14102.2,-1.019
9649.4,14102.4,-1.019
9649.6,14102.6,-1.019
9649.8,14102.8,-1.019
9650,14103,-1.019
9650.2,14103.2,-1.024
9650.4,14103.4,-1.019
9650.6,14103.6,-1.019
9650.8,14103.8,-1.019
9651,14104,-1.019
9651.2,14104.2,-1.019
9651.4,14104.4,-1.019
9651.6,14104.6,-1.019
9651.8,14104.8,-1.019
9652,14105,-1.019
9652.2,14105.2,-1.019
9652.4,14105.4,-1.019
9652.6,14105.6,-1.014
9652.8,14105.8,-1.019
9653,14106,-1.014
9653.2,14106.2,-1.014
9653.4,14106.4,-1.014
9653.6,14106.6,-1.019
9653.8,14106.8,-1.014
9654,14107,-1.019
9654.2,14107.2,-1.019
9654.4,14107.4,-1.019
9654.6,14107.6,-1.019
9654.8,14107.8,-1.019
9655,14108,-1.019
9655.2,14108.2,-1.014
9655.4,14108.4,-1.019
9655.6,14108.6,-1.019
9655.8,14108.8,-1.019
9656,14109,-1.019
9656.2,14109.2,-1.019
9656.4,14109.4,-1.019
9656.6,14109.6,-1.019
9656.8,14109.8,-1.014
9657,14110,-1.019
9657.2,14110.2,-1.019
9657.4,14110.4,-1.019
9657.6,14110.6,-1.019
9657.8,14110.8,-1.019
9658,14111,-1.019
9658.2,14111.2,-1.019
9658.4,14111.4,-1.019
9658.6,14111.6,-1.019
9658.8,14111.8,-1.019
9659,14112,-1.019
9659.2,14112.2,-1.019
